filename,number_of_clips,feature_dimension,mean,std,min,max
MVI_40742.npy,410,768,0.00032198504777625203,0.445664644241333,-1.8154296875,4.61328125
MVI_40743.npy,404,768,0.0006931013776920736,0.4447546899318695,-1.8125,4.55078125
MVI_40751.npy,283,768,0.0018338423687964678,0.4697411358356476,-2.01171875,3.962890625
MVI_40752.npy,503,768,0.0011080530239269137,0.46053239703178406,-2.28515625,4.34765625
MVI_40761.npy,504,768,0.0013041059719398618,0.4714929759502411,-2.732421875,3.9921875
MVI_40762.npy,453,768,0.002325792098417878,0.4662705361843109,-2.677734375,4.12890625
MVI_40763.npy,433,768,0.0017145074671134353,0.47046026587486267,-2.42578125,3.603515625
MVI_40771.npy,427,768,0.0012216903269290924,0.42191049456596375,-1.84375,4.8125
MVI_40772.npy,297,768,0.002089202404022217,0.4331039488315582,-1.5546875,4.93359375
MVI_40773.npy,243,768,0.0005391201702877879,0.43599674105644226,-1.791015625,4.484375
MVI_40774.npy,234,768,0.002041473751887679,0.45960989594459534,-1.6845703125,3.828125
MVI_40775.npy,240,768,0.0008716748561710119,0.4124390482902527,-1.89453125,4.984375
MVI_40792.npy,449,768,0.005724033806473017,0.48408743739128113,-2.248046875,3.701171875
MVI_40793.npy,487,768,0.005153605714440346,0.4586358964443207,-2.123046875,4.45703125
MVI_40851.npy,282,768,0.00011532084317877889,0.4437342584133148,-1.712890625,4.12109375
MVI_40852.npy,284,768,0.00014147584442980587,0.43519529700279236,-1.7919921875,4.5078125
MVI_40853.npy,394,768,0.0014793544542044401,0.44726982712745667,-1.791015625,4.72265625
MVI_40854.npy,295,768,-0.0004924620152451098,0.42009294033050537,-1.767578125,4.74609375
MVI_40855.npy,269,768,0.00030900005367584527,0.42713862657546997,-1.8798828125,4.46484375
MVI_40863.npy,414,768,0.0006740883109159768,0.43513789772987366,-1.94921875,4.69921875
MVI_40864.npy,375,768,-0.0001114409533329308,0.4263196289539337,-1.7548828125,4.84765625
MVI_40871.npy,427,768,-0.0006526864017359912,0.42576614022254944,-1.9716796875,4.95703125
MVI_40891.npy,383,768,0.0006354796350933611,0.4490610659122467,-1.9169921875,4.5703125
MVI_40892.npy,444,768,0.000737724476493895,0.44993191957473755,-1.970703125,4.5625
MVI_40901.npy,330,768,0.0021394328214228153,0.4633258581161499,-1.9873046875,4.109375
MVI_40902.npy,248,768,0.005071704275906086,0.5007925033569336,-1.73828125,2.36328125
MVI_40903.npy,262,768,0.0021371578332036734,0.46229276061058044,-1.7412109375,3.919921875
MVI_40904.npy,314,768,0.0007050368585623801,0.45338478684425354,-1.6396484375,4.25390625
MVI_40905.npy,424,768,0.001420531771145761,0.4564559757709503,-1.9296875,3.994140625
MVI_40962.npy,465,768,-0.0020062883850187063,0.4163655936717987,-2.310546875,5.0546875
MVI_40963.npy,452,768,-0.0016483181389048696,0.415442556142807,-2.29296875,4.92578125
MVI_40981.npy,495,768,0.0005139423301443458,0.43702173233032227,-2.30078125,4.56640625
MVI_40991.npy,452,768,-0.0002663842751644552,0.45777061581611633,-2.787109375,4.40234375
MVI_40992.npy,537,768,0.000661077443510294,0.45632147789001465,-2.642578125,4.68359375
MVI_41063.npy,373,768,-0.0017553281504660845,0.4086323082447052,-2.7890625,5.15234375
MVI_41073.npy,453,768,-0.0008181068697012961,0.40456312894821167,-2.3203125,5.14453125
MVI_63521.npy,510,768,-0.0008450128952972591,0.4051513969898224,-1.802734375,5.2265625
MVI_63525.npy,243,768,-0.0015073491958901286,0.4121437668800354,-1.86328125,4.96875
MVI_63544.npy,287,768,0.0012421366991475224,0.42603981494903564,-2.10546875,4.98046875
MVI_63552.npy,284,768,7.26414582459256e-05,0.42520278692245483,-2.154296875,4.6953125
MVI_63553.npy,348,768,0.0005498838727362454,0.43453437089920044,-2.3828125,4.609375
MVI_63554.npy,358,768,0.0007858897442929447,0.4403577446937561,-2.072265625,4.87109375
MVI_63561.npy,318,768,-0.00013128008868079633,0.41079971194267273,-1.8359375,5.046875
MVI_63562.npy,293,768,-0.0009060876909643412,0.39567136764526367,-1.8896484375,5.1953125
MVI_63563.npy,344,768,-0.0008803782984614372,0.3941132426261902,-2.064453125,5.31640625
