filename,mean_anomaly,max_anomaly,min_anomaly,variance,peak_count,anomaly_duration
MVI_40171.npy,14.120355983426403,14.14556654165312,14.09632357826181,9.165962928659883e-05,19,44
MVI_40172.npy,14.107050746895762,14.149544921534348,14.064943653770719,0.00024892519950711167,29,102
MVI_40181.npy,14.127646280701843,14.17960025890469,14.100469600328413,0.0001851538379346812,11,51
MVI_40191.npy,14.11642559673268,14.131680705954134,14.10646895226924,2.04412926282248e-05,37,103
MVI_40192.npy,14.116752102617607,14.129848039063653,14.105338018256708,2.065122967195385e-05,32,92
MVI_40201.npy,14.122746933338515,14.141438114547604,14.104808842093444,3.166485184632133e-05,22,29
MVI_40204.npy,14.128484179053732,14.157461656312414,14.110172310626538,7.177197157282801e-05,24,48
MVI_40211.npy,14.109966029291892,14.141980317136758,14.07494843301359,7.976543728089063e-05,39,68
MVI_40212.npy,14.112096057050268,14.137327207561782,14.079672588702108,8.053406164074338e-05,26,60
MVI_40213.npy,14.1080104567173,14.145674014308195,14.08228026651463,8.836612632459666e-05,26,70
MVI_40241.npy,14.11684572088108,14.127323479145337,14.102087838599273,1.7959330232379923e-05,52,94
MVI_40243.npy,14.11472516456078,14.124360721625239,14.104661599387452,1.4441147338601358e-05,30,51
MVI_40244.npy,14.111928009207375,14.126506662250266,14.10109895339703,1.767036644146264e-05,18,50
MVI_40701.npy,14.13757672508527,14.202780897799515,14.111033071385137,0.0002562522223767006,5,37
MVI_40711.npy,14.160851166011316,14.202218194035638,14.133937914816874,0.00024001796393797014,14,49
MVI_40712.npy,14.14933383853953,14.204573307375018,14.11221505576898,0.00030932064403126167,16,116
MVI_40714.npy,14.157958497080141,14.20044590238037,14.124513709692625,0.000248490665865081,18,55
MVI_40732.npy,14.134696858725736,14.194850245973084,14.085335787624153,0.0003234115040583267,26,92
MVI_40742.npy,14.156597169838518,14.209648796372543,14.113957369110333,0.0004027450243127244,27,74
MVI_40743.npy,14.167102447156347,14.22276410281202,14.140602416590164,0.00023150013321294178,11,55
MVI_40751.npy,14.138882446774838,14.183771640933506,14.085857758670224,0.0002991392919884425,21,40
MVI_40752.npy,14.169818548599219,14.22748904076951,14.129960905284799,0.00024671028555465455,27,73
MVI_40761.npy,14.166192092795217,14.225671524593238,14.088921755485625,0.0006438938516107241,39,69
MVI_40762.npy,14.179958528802057,14.263109237761332,14.08361709343471,0.0009044644085203065,12,72
MVI_40763.npy,14.161563844580577,14.244622269027227,14.092239361888913,0.0008527093802553232,23,67
MVI_40771.npy,14.141933742810867,14.191525456149344,14.116701560277372,0.0002460854105648011,17,70
MVI_40772.npy,14.155645432814408,14.249665361025064,14.111514649681483,0.0010602879958416717,2,54
MVI_40773.npy,14.184614250677857,14.25956893564278,14.136956886560549,0.0008126662515537816,8,50
MVI_40774.npy,14.1848087478305,14.254647484898596,14.142915119962067,0.0007046220684658334,4,42
MVI_40775.npy,14.132533237938931,14.180935516145308,14.103433674171324,0.00027853195071520924,9,40
MVI_40792.npy,14.251138609264137,14.306268724649573,14.139082308083994,0.0010310753329149875,25,63
MVI_40793.npy,14.172261166726237,14.262071008495454,14.118915667807974,0.0008660662908289192,8,83
MVI_40851.npy,14.192048469590262,14.250965971962168,14.143051655771194,0.0004437750810121992,11,38
MVI_40852.npy,14.178823129864577,14.21580409369919,14.140466012302044,0.0002435596509555487,19,47
MVI_40853.npy,14.16996122231345,14.253367207043683,14.120936444757936,0.0011238849254183111,7,89
MVI_40854.npy,14.158157776259044,14.209253313583657,14.13723167298418,0.0001700427872860451,14,48
MVI_40855.npy,14.140188005621786,14.175074914810844,14.116876367843783,0.00017942092585245995,9,44
MVI_40863.npy,14.155878553221767,14.225044867057425,14.116147938832784,0.000473596631565825,13,60
MVI_40864.npy,14.151539322497568,14.190318268936323,14.10974916332495,0.00013599414969525078,18,52
MVI_40871.npy,14.129813066000864,14.177922571346842,14.100995750690513,0.0003539241863743089,15,82
MVI_40891.npy,14.139543760087308,14.19707351419725,14.111641417285794,0.000200474964249865,19,66
MVI_40892.npy,14.145702960620758,14.180487456825718,14.119174520283083,0.0001494696602780837,31,75
MVI_40901.npy,14.17334193817498,14.250225433141306,14.116141829351244,0.0011107893218341065,11,63
MVI_40902.npy,14.18658664817086,14.241736502077806,14.138593387405681,0.00037742282840372195,20,45
MVI_40903.npy,14.155559565932215,14.201774067725886,14.102290995238455,0.0003765322189951541,12,41
MVI_40904.npy,14.156915908415467,14.210016920923895,14.115168131871135,0.0004071992788204662,16,50
MVI_40905.npy,14.157862238875408,14.234881794531399,14.105214241775824,0.000475484972236321,12,62
MVI_40962.npy,14.092229298512178,14.122665218914374,14.069634601253261,9.008527566723607e-05,23,73
MVI_40963.npy,14.099530079428652,14.125397076510549,14.064941366963232,9.21248652906573e-05,24,65
MVI_40981.npy,14.146168486718558,14.180506832386161,14.116871806083545,0.00011167938049323257,38,72
MVI_40991.npy,14.12085223786531,14.167552953517639,14.068916353492941,0.0003793071278787219,27,66
MVI_40992.npy,14.13428308677574,14.18763754318624,14.075826549591149,0.0003792498015613317,31,80
MVI_41063.npy,14.099723253941956,14.11815530607125,14.079841676814791,4.294913409982832e-05,28,63
MVI_41073.npy,14.097606417126253,14.132285260625592,14.082369664733168,5.389783286070215e-05,24,63
MVI_63521.npy,14.104898974659314,14.124059027191326,14.080818027190618,5.739989376547779e-05,33,80
MVI_63525.npy,14.115149619450305,14.137493286798504,14.091273710770075,5.220513513273967e-05,19,39
MVI_63544.npy,14.135593548784094,14.180244176937158,14.089130076018343,0.00030674250750690595,13,47
MVI_63552.npy,14.122125447171584,14.152984838033353,14.099182732999719,0.000116970180898683,19,46
MVI_63553.npy,14.130821987668858,14.18583467747657,14.105655662086688,0.00015815585108361715,28,56
MVI_63554.npy,14.129502658406063,14.158635196113222,14.101146949515407,0.00012752863580064216,38,59
MVI_63561.npy,14.109324694183364,14.152793056996842,14.090153018123747,0.00010881472072056255,27,54
MVI_63562.npy,14.10056142145231,14.135465399952631,14.083646125144035,6.138877111454047e-05,15,38
MVI_63563.npy,14.099927268865919,14.130812473934842,14.082280222205553,6.263986191863258e-05,26,57
